infinitive_spanish,infinitive_english,mood_spanish,mood_english,tense_spanish,tense_english,form_1ps_spanish,form_1ps_english,form_2ps_spanish,form_2ps_english,form_3ps_spanish,form_3ps_english,form_1pp_spanish,form_1pp_english,form_2pp_spanish,form_2pp_english,form_3pp_spanish,form_3pp_english,gerund_spanish,gerund_english,past_participle_spanish,past_participle_english
aburrir,"to bore; to tire, weary",indicativo,indicative,pretérito anterior,preterite (archaic),hube aburrido,I had bored,hubiste aburrido,you had bored,hubo aburrido,he/she had bored,hubimos aburrido,we had bored,hubisteis aburrido,you had bored,hubieron aburrido,they had bored,aburriendo,boring,aburrido,bored
aburrir,"to bore; to tire, weary",indicativo,indicative,condicional perfecto,conditional perfect,habría aburrido,I would have bored,habrías aburrido,you would have bored,habría aburrido,he/she would has bored,habríamos aburrido,we would have bored,habríais aburrido,you would have bored,habrían aburrido,they would have bored,aburriendo,boring,aburrido,bored
aburrir,"to bore; to tire, weary",subjuntivo,subjunctive,presente,present,aburra,"I bore, am boring",aburras,"you bore, are boring",aburra,"he/she bore, is boring",aburramos,"we bore, are boring",aburráis,"you bore, are boring",aburran,"they bore, are boring",aburriendo,boring,aburrido,bored
aburrir,"to bore; to tire, weary",subjuntivo,subjunctive,imperfecto,imperfect,aburriera,"I bored, was boring",aburrieras,"you bored, were boring",aburriera,"he/she bored, was boring",aburriéramos,"we bored, were boring",aburrierais,"you bored, were boring",aburrieran,"they bored, were boring",aburriendo,boring,aburrido,bored
aburrir,"to bore; to tire, weary",subjuntivo,subjunctive,futuro,future,aburriere,I will bore,aburrieres,you will bore,aburriere,he/she will bore,aburriéremos,we will bore,aburriereis,you will bore,aburrieren,they will bore,aburriendo,boring,aburrido,bored
aburrir,"to bore; to tire, weary",subjuntivo,subjunctive,presente perfecto,present perfect,haya aburrido,"I have bored, bored",hayas aburrido,"you have bored, bored",haya aburrido,"he/she has bored, bored",hayamos aburrido,"we have bored, bored",hayáis aburrido,"you have bored, bored",hayan aburrido,"they have bored, bored",aburriendo,boring,aburrido,bored
aburrir,"to bore; to tire, weary",subjuntivo,subjunctive,futuro perfecto,future perfect,hubiere aburrido,I will have bored,hubieres aburrido,you will have bored,hubiere aburrido,he/she will has bored,hubiéremos aburrido,we will have bored,hubiereis aburrido,you will have bored,hubieren aburrido,they will have bored,aburriendo,boring,aburrido,bored
aburrir,"to bore; to tire, weary",subjuntivo,subjunctive,pluscuamperfecto,past perfect,hubiera aburrido,I had bored,hubieras aburrido,you had bored,hubiera aburrido,he/she had bored,hubiéramos aburrido,we had bored,hubierais aburrido,you had bored,hubieran aburrido,they had bored,aburriendo,boring,aburrido,bored
aburrir,"to bore; to tire, weary",imperativo_afirmativo,imperative_affirmative,presente,present,,,aburre,Bore!,aburrid,,,,aburra,,aburran,,aburriendo,boring,aburrido,bored
aburrir,"to bore; to tire, weary",imperativo_negativo,imperative_negative,presente,present,,,no aburras,Don't bore!,no aburráis,,,,no aburra,,no aburran,,aburriendo,boring,aburrido,bored
aburrirse,"to get bored, become bored, be bored",indicativo,indicative,presente,present,me aburro,"I get bored, am getting bored",te aburres,"you get bored, are getting bored",se aburre,"he/she get bored, is getting bored",nos aburrimos,"we get bored, are getting bored",os aburrís,"you get bored, are getting bored",se aburren,"they get bored, are getting bored",aburriéndose,getting bored,aburrido,bored
aburrirse,"to get bored, become bored, be bored",indicativo,indicative,futuro,future,me aburriré,I will get bored,te aburrirás,you will get bored,se aburrirá,he/she will get bored,nos aburriremos,we will get bored,os aburriréis,you will get bored,se aburrirán,they will get bored,aburriéndose,getting bored,aburrido,bored
aburrirse,"to get bored, become bored, be bored",indicativo,indicative,imperfecto,imperfect,me aburría,"I was getting bored, used to get bored, got bored",te aburrías,"you were getting bored, used to get bored, got bored",se aburría,"he/she was getting bored, used to get bored, got bored",nos aburríamos,"we were getting bored, used to get bored, got bored",os aburríais,"you were getting bored, used to get bored, got bored",se aburrían,"they were getting bored, used to get bored, got bored",aburriéndose,getting bored,aburrido,bored
aburrirse,"to get bored, become bored, be bored",indicativo,indicative,pretérito,preterite,me aburrí,I got bored,te aburriste,you got bored,se aburrió,he/she got bored,nos aburrimos,we got bored,os aburristeis,you got bored,se aburrieron,they got bored,aburriéndose,getting bored,aburrido,bored
aburrirse,"to get bored, become bored, be bored",indicativo,indicative,condicional,conditional,me aburriría,I would get bored,te aburrirías,you would get bored,se aburriría,he/she would get bored,nos aburriríamos,we would get bored,os aburriríais,you would get bored,se aburrirían,they would get bored,aburriéndose,getting bored,aburrido,bored
aburrirse,"to get bored, become bored, be bored",indicativo,indicative,presente perfecto,present perfect,me he aburrido,I have gotten bored,te has aburrido,you have gotten bored,se ha aburrido,he/she has gotten bored,nos hemos aburrido,we have gotten bored,os habéis aburrido,you have gotten bored,se han aburrido,they have gotten bored,aburriéndose,getting bored,aburrido,bored
aburrirse,"to get bored, become bored, be bored",indicativo,indicative,futuro perfecto,future perfect,me habré aburrido,I will have gotten bored,te habrás aburrido,you will have gotten bored,se habrá aburrido,he/she will has gotten bored,nos habremos aburrido,we will have gotten bored,os habréis aburrido,you will have gotten bored,se habrán aburrido,they will have gotten bored,aburriéndose,getting bored,aburrido,bored
aburrirse,"to get bored, become bored, be bored",indicativo,indicative,pluscuamperfecto,past perfect,me había aburrido,I had gotten bored,te habías aburrido,you had gotten bored,se había aburrido,he/she had gotten bored,nos habíamos aburrido,we had gotten bored,os habíais aburrido,you had gotten bored,se habían aburrido,they had gotten bored,aburriéndose,getting bored,aburrido,bored
aburrirse,"to get bored, become bored, be bored",indicativo,indicative,pretérito anterior,preterite (archaic),me hube aburrido,I had gotten bored,te hubiste aburrido,you had gotten bored,se hubo aburrido,he/she had gotten bored,nos hubimos aburrido,we had gotten bored,os hubisteis aburrido,you had gotten bored,se hubieron aburrido,they had gotten bored,aburriéndose,getting bored,aburrido,bored
aburrirse,"to get bored, become bored, be bored",indicativo,indicative,condicional perfecto,conditional perfect,me habría aburrido,I would have gotten bored,te habrías aburrido,you would have gotten bored,se habría aburrido,he/she would has gotten bored,nos habríamos aburrido,we would have gotten bored,os habríais aburrido,you would have gotten bored,se habrían aburrido,they would have gotten bored,aburriéndose,getting bored,aburrido,bored
aburrirse,"to get bored, become bored, be bored",subjuntivo,subjunctive,presente,present,me aburra,"I get bored, am getting bored",te aburras,"you get bored, are getting bored",se aburra,"he/she get bored, is getting bored",nos aburramos,"we get bored, are getting bored",os aburráis,"you get bored, are getting bored",se aburran,"they get bored, are getting bored",aburriéndose,getting bored,aburrido,bored
aburrirse,"to get bored, become bored, be bored",subjuntivo,subjunctive,imperfecto,imperfect,me aburriera,"I got bored, was getting bored",te aburrieras,"you got bored, were getting bored",se aburriera,"he/she got bored, was getting bored",nos aburriéramos,"we got bored, were getting bored",os aburrierais,"you got bored, were getting bored",se aburrieran,"they got bored, were getting bored",aburriéndose,getting bored,aburrido,bored
aburrirse,"to get bored, become bored, be bored",subjuntivo,subjunctive,futuro,future,me aburriere,I will get bored,te aburrieres,you will get bored,se aburriere,he/she will get bored,nos aburriéremos,we will get bored,os aburriereis,you will get bored,se aburrieren,they will get bored,aburriéndose,getting bored,aburrido,bored
aburrirse,"to get bored, become bored, be bored",subjuntivo,subjunctive,presente perfecto,present perfect,me haya aburrido,"I have gotten bored, got bored",te hayas aburrido,"you have gotten bored, got bored",se haya aburrido,"he/she has gotten bored, got bored",nos hayamos aburrido,"we have gotten bored, got bored",os hayáis aburrido,"you have gotten bored, got bored",se hayan aburrido,"they have gotten bored, got bored",aburriéndose,getting bored,aburrido,bored
aburrirse,"to get bored, become bored, be bored",subjuntivo,subjunctive,futuro perfecto,future perfect,me hubiere aburrido,I will have gotten bored,te hubieres aburrido,you will have gotten bored,se hubiere aburrido,he/she will has gotten bored,nos hubiéremos aburrido,we will have gotten bored,os hubiereis aburrido,you will have gotten bored,se hubieren aburrido,they will have gotten bored,aburriéndose,getting bored,aburrido,bored
aburrirse,"to get bored, become bored, be bored",subjuntivo,subjunctive,pluscuamperfecto,past perfect,me hubiera aburrido,I had gotten bored,te hubieras aburrido,you had gotten bored,se hubiera aburrido,he/she had gotten bored,nos hubiéramos aburrido,we had gotten bored,os hubierais aburrido,you had gotten bored,se hubieran aburrido,they had gotten bored,aburriéndose,getting bored,aburrido,bored
aburrirse,"to get bored, become bored, be bored",imperativo_afirmativo,imperative_affirmative,presente,present,,,abúrrete,Get bored!,aburríos,,,,abúrrase,,abúrranse,,aburriéndose,getting bored,aburrido,bored
aburrirse,"to get bored, become bored, be bored",imperativo_negativo,imperative_negative,presente,present,,,no te aburras,Don't get bored!,no os aburráis,,,,no se aburra,,no se aburran,,aburriéndose,getting bored,aburrido,bored
abusar,"to go too far, take advantage",indicativo,indicative,presente,present,abuso,"I go too far, am going too far",abusas,"you go too far, are going too far",abusa,"he/she go too far, is going too far",abusamos,"we go too far, are going too far",abusáis,"you go too far, are going too far",abusan,"they go too far, are going too far",abusando,going too far,abusado,"gone too far, abused"
abusar,"to go too far, take advantage",indicativo,indicative,futuro,future,abusaré,I will go too far,abusarás,you will go too far,abusará,he/she will go too far,abusaremos,we will go too far,abusaréis,you will go too far,abusarán,they will go too far,abusando,going too far,abusado,"gone too far, abused"
abusar,"to go too far, take advantage",indicativo,indicative,imperfecto,imperfect,abusaba,"I was going too far, used to go too far, went too far",abusabas,"you were going too far, used to go too far, went too far",abusaba,"he/she was going too far, used to go too far, went too far",abusábamos,"we were going too far, used to go too far, went too far",abusabais,"you were going too far, used to go too far, went too far",abusaban,"they were going too far, used to go too far, went too far",abusando,going too far,abusado,"gone too far, abused"
abusar,"to go too far, take advantage",indicativo,indicative,pretérito,preterite,abusé,I went too far,abusaste,you went too far,abusó,he/she went too far,abusamos,we went too far,abusasteis,you went too far,abusaron,they went too far,abusando,going too far,abusado,"gone too far, abused"
abusar,"to go too far, take advantage",indicativo,indicative,condicional,conditional,abusaría,I would go too far,abusarías,you would go too far,abusaría,he/she would go too far,abusaríamos,we would go too far,abusaríais,you would go too far,abusarían,they would go too far,abusando,going too far,abusado,"gone too far, abused"
abusar,"to go too far, take advantage",indicativo,indicative,presente perfecto,present perfect,he abusado,I have gone too far,has abusado,you have gone too far,ha abusado,he/she has gone too far,hemos abusado,we have gone too far,habéis abusado,you have gone too far,han abusado,they have gone too far,abusando,going too far,abusado,"gone too far, abused"
abusar,"to go too far, take advantage",indicativo,indicative,futuro perfecto,future perfect,habré abusado,I will have gone too far,habrás abusado,you will have gone too far,habrá abusado,he/she will has gone too far,habremos abusado,we will have gone too far,habréis abusado,you will have gone too far,habrán abusado,they will have gone too far,abusando,going too far,abusado,"gone too far, abused"
abusar,"to go too far, take advantage",indicativo,indicative,pluscuamperfecto,past perfect,había abusado,I had gone too far,habías abusado,you had gone too far,había abusado,he/she had gone too far,habíamos abusado,we had gone too far,habíais abusado,you had gone too far,habían abusado,they had gone too far,abusando,going too far,abusado,"gone too far, abused"
